,SIZE,SEXA,PPLVTG,MMLVTG,SZFFOUT,INCSELF,INCPEN,INCUEB,INCIRR,INCRENT,SZINCOMA,XNUMSISE,XNUMBROY,TP5LOC15,PPJBXX15,PPJBSZ15,MMJBTP15,XXLSTSCH,PPLSTSCH,DOLSTSCH,XSPSCH
236,2,1,1,1,0,1,1,1,1,1,0,1,0,2,2,5,2,3,2,3,2
237,3,2,1,1,0,1,1,1,1,1,1,1,0,2,2,6,2,3,3,1,2
238,3,1,1,1,0,0,1,1,1,1,4,0,2,2,2,2,2,2,0,1,2
239,4,1,1,1,0,1,1,1,1,1,2,0,0,3,2,3,1,3,2,3,2
240,2,2,3,3,0,1,0,1,1,1,3,0,1,1,2,5,1,2,1,1,2
241,2,2,3,3,0,1,0,1,1,1,3,1,0,3,2,0,1,1,1,1,2
242,3,2,3,3,1,1,0,1,1,1,0,1,1,3,2,2,4,2,0,1,2
243,2,2,3,3,0,1,0,1,1,1,2,1,0,2,2,3,4,2,1,1,1
244,3,1,3,3,0,1,0,1,1,1,3,1,3,3,2,6,1,2,0,1,2
245,3,1,3,3,0,1,0,1,1,1,3,2,0,4,2,1,4,1,1,1,2
246,4,2,3,2,1,1,0,1,1,1,0,5,0,4,2,2,3,2,1,1,2
247,4,2,3,3,1,1,0,1,1,1,2,0,4,3,2,2,4,2,1,1,2
249,4,1,3,3,0,0,0,1,1,1,3,4,0,4,2,1,4,2,0,1,2
251,3,1,3,3,0,1,0,1,1,1,3,0,1,4,2,1,4,2,1,1,2
252,3,2,3,3,0,0,0,1,1,1,4,0,1,2,2,1,4,2,1,1,2
254,2,2,3,3,0,1,0,1,1,1,3,0,1,2,2,3,1,2,3,1,2
255,2,1,3,3,0,1,0,1,1,1,4,0,2,4,2,3,4,3,2,1,2
258,3,1,3,1,0,0,1,1,1,1,5,0,1,2,2,6,1,3,2,1,2
259,2,1,3,3,0,1,0,1,1,1,2,0,1,2,2,2,4,3,2,1,2
263,2,1,3,1,0,0,0,1,1,0,3,0,0,2,2,2,4,3,0,1,2
264,2,2,3,3,0,0,1,1,1,1,4,3,0,2,2,2,4,2,1,1,2
266,3,2,3,2,0,1,1,1,1,1,1,0,1,4,0,0,2,2,2,1,1
267,3,1,2,2,0,0,1,1,1,1,0,1,0,2,2,2,1,2,1,1,2
268,4,1,3,3,0,0,1,1,1,1,3,0,0,3,2,2,3,2,2,1,2
269,3,2,3,2,0,0,1,1,1,1,3,1,0,2,2,6,1,2,2,1,2
271,4,2,3,2,0,0,1,1,1,1,2,0,1,2,2,2,4,2,2,1,2
275,3,2,3,2,0,0,1,1,1,1,0,0,0,2,2,6,1,3,2,1,2
276,3,2,2,2,1,0,1,1,1,1,2,2,0,2,2,2,1,2,1,1,2
277,3,2,3,3,0,0,1,1,1,1,4,1,0,2,2,2,2,3,2,1,2
279,3,2,3,2,1,1,1,1,1,1,1,0,0,3,2,2,4,2,2,1,2
280,4,2,2,2,0,0,1,1,1,1,2,0,1,2,2,1,4,2,2,1,2
282,2,2,2,2,0,0,1,1,1,1,2,0,1,2,2,5,1,3,2,1,2
283,2,2,3,1,0,0,0,1,1,1,3,0,0,2,0,0,4,2,0,1,2
287,3,2,3,3,1,0,1,1,1,1,0,2,0,2,2,2,1,2,2,1,2
288,3,1,3,1,0,1,0,1,1,1,0,1,0,2,2,0,0,2,0,1,1
290,3,1,3,3,0,0,1,1,1,1,3,0,0,2,2,1,4,2,2,1,2
294,4,2,2,2,0,0,1,1,1,1,0,0,1,4,2,2,4,2,2,1,1
295,3,1,2,2,0,0,1,1,1,1,3,0,0,2,2,2,2,2,2,1,2
296,2,2,1,1,0,0,1,1,1,1,3,0,1,2,2,2,3,3,2,1,2
298,2,1,1,1,0,0,1,1,1,1,3,0,1,2,2,2,4,0,0,1,0
299,3,2,1,1,0,0,1,1,1,1,3,1,0,2,2,3,2,2,2,1,2
300,2,2,2,1,0,0,1,1,1,1,3,0,0,3,2,2,4,2,2,1,2
303,3,2,1,1,0,0,1,1,1,1,3,0,1,2,2,6,3,3,3,1,2
304,4,2,1,1,1,0,0,1,1,1,0,0,2,3,2,3,3,3,2,1,2
305,4,2,2,2,0,0,1,1,1,1,3,0,1,4,2,2,1,2,2,1,2
306,2,1,1,1,0,0,1,1,1,1,4,0,1,2,2,6,1,3,2,1,2
307,4,2,3,3,0,1,0,1,1,1,2,0,3,4,2,2,4,1,1,1,2
308,4,2,3,3,0,1,0,1,1,1,3,1,0,4,2,2,4,1,0,1,2
309,3,1,3,3,0,1,0,1,1,1,0,1,0,4,2,2,4,1,0,1,2
310,3,2,3,3,0,1,0,1,1,1,2,0,5,4,2,0,4,1,1,1,2
311,3,2,3,3,0,1,0,1,1,1,2,1,3,4,2,2,4,1,1,1,2
312,3,1,3,3,0,1,0,1,1,1,2,2,0,4,2,1,4,1,0,1,2
313,3,2,3,3,0,1,0,1,1,1,2,1,3,4,2,2,4,2,0,1,2
315,2,1,3,3,0,0,0,1,1,1,5,1,0,2,2,6,1,3,3,1,2
316,4,2,3,3,0,1,0,1,1,1,3,0,5,4,2,2,4,2,0,1,2
321,3,1,3,3,0,0,0,1,1,1,3,0,2,4,2,3,4,2,0,1,2
322,3,2,3,3,0,1,0,1,1,1,2,3,0,3,2,0,4,2,1,1,2
324,4,1,1,1,0,0,0,1,1,1,4,0,0,4,2,2,1,2,1,1,2
327,2,1,3,3,0,1,1,1,1,1,1,1,0,2,2,6,1,2,2,1,2
328,3,1,2,1,1,0,0,1,1,1,3,1,3,4,2,2,4,2,2,1,0
329,3,1,1,3,0,0,1,1,1,1,3,1,0,4,2,2,4,2,1,1,2
336,4,1,3,2,0,0,0,1,1,1,3,1,0,4,2,2,4,2,0,1,2
337,3,1,1,1,2,0,0,1,1,1,4,1,0,4,2,1,3,2,1,1,2
338,2,1,3,1,1,0,0,1,1,1,5,0,0,2,2,1,1,3,2,1,2
340,2,1,1,1,0,0,1,1,1,1,2,0,0,2,2,2,4,2,2,1,1
342,3,2,1,1,0,0,1,1,1,1,2,1,0,4,2,2,1,2,2,1,2
344,4,1,3,3,0,0,1,1,1,1,4,0,0,4,2,2,4,3,2,1,2
345,3,1,1,1,0,1,1,1,1,1,1,0,0,3,2,2,4,2,2,1,1
347,4,1,1,1,0,0,1,1,1,1,4,0,0,4,2,4,3,3,2,1,2
348,3,2,3,3,0,1,0,1,1,1,0,2,0,2,2,2,4,2,2,1,2
349,4,1,3,3,0,0,0,1,1,1,3,3,1,3,2,2,4,1,0,1,2
352,1,2,3,3,0,1,0,1,1,1,3,0,0,2,2,0,1,1,0,1,2
353,1,1,3,3,0,1,0,1,1,1,3,3,0,4,2,3,4,1,1,1,2
355,3,1,3,3,0,1,0,1,1,1,0,1,2,2,2,0,0,1,1,1,2
357,3,2,3,3,0,1,0,1,1,1,3,1,1,3,2,6,1,2,1,1,2
358,4,2,3,3,0,1,0,1,1,1,2,0,3,4,2,0,4,2,1,1,2
360,1,1,3,3,0,0,1,1,1,1,3,2,0,4,2,1,0,1,0,1,2
362,1,2,3,3,0,1,0,1,1,1,2,1,0,4,2,0,4,1,0,1,2
364,1,1,3,3,0,1,0,1,1,1,3,1,0,4,2,0,0,2,0,1,2
365,1,2,3,3,0,1,0,1,1,1,2,1,0,4,2,0,1,2,0,1,2
369,4,2,3,3,0,1,0,1,1,1,2,1,3,2,2,6,1,2,0,1,2
370,3,1,3,3,0,0,0,1,1,1,4,3,0,2,2,2,4,2,0,1,2
373,1,1,3,2,0,0,0,1,1,1,4,0,2,3,2,5,1,3,1,1,2
376,3,1,3,3,0,1,0,1,1,1,3,3,1,3,2,0,4,2,0,1,1
377,4,2,2,2,0,1,0,1,1,1,2,0,1,2,2,2,4,2,3,1,2
379,3,2,3,2,0,1,0,1,1,1,3,0,0,2,2,6,1,2,0,1,2
380,3,1,3,1,1,1,0,1,1,1,2,0,0,3,0,0,3,2,0,1,2
381,4,1,3,3,0,0,0,1,1,1,3,1,0,3,0,0,1,3,1,1,1
384,1,2,3,3,0,0,1,1,1,1,0,0,1,2,2,0,4,2,1,1,2
385,1,2,3,3,0,0,0,1,1,1,4,1,1,2,2,0,1,2,1,1,2
386,1,2,3,3,0,1,0,1,1,1,2,1,1,3,2,0,4,2,0,1,2
393,1,1,3,3,1,0,1,1,1,1,4,7,0,3,0,0,1,3,0,1,2
403,4,1,2,2,0,0,1,1,1,1,5,1,1,4,2,2,4,3,0,1,2
405,1,2,3,3,0,1,1,1,1,1,0,1,0,3,2,0,1,2,0,1,2
411,3,1,3,2,0,0,1,1,1,1,4,0,0,0,2,1,4,2,0,1,2
415,3,2,3,1,0,0,1,1,1,1,2,1,0,2,2,2,4,2,1,1,1
419,4,1,3,1,0,0,1,1,1,1,2,1,0,3,1,5,1,3,1,1,2
420,3,2,3,3,2,0,1,1,1,1,1,0,0,3,2,2,1,2,1,1,2
421,3,1,3,1,2,0,1,1,1,1,5,0,2,3,2,3,3,2,2,1,2
424,3,2,3,2,0,0,1,1,1,1,2,0,1,2,2,1,4,3,2,1,1
427,1,1,2,2,0,0,1,1,1,1,5,0,1,2,2,2,4,3,0,1,2
430,1,1,2,2,0,0,1,1,1,1,5,0,0,2,2,4,1,2,0,1,2
433,3,2,3,2,0,0,1,1,1,1,2,0,0,2,0,0,0,2,0,1,2
435,1,2,2,2,0,1,1,1,1,1,1,1,1,2,2,0,4,3,0,1,2
436,3,1,1,1,0,0,1,1,1,1,4,0,0,3,2,2,2,2,2,1,2
440,3,1,2,2,0,0,1,1,1,1,0,1,0,3,2,6,3,3,3,1,2
443,4,1,1,1,0,0,1,1,1,1,3,1,0,3,2,4,2,2,2,1,1
444,3,2,2,2,0,1,1,1,1,1,1,1,0,3,2,3,4,3,2,1,2
446,3,1,2,2,0,0,1,1,1,1,4,1,1,3,2,2,4,2,0,1,2
448,3,2,2,1,0,0,1,1,1,1,0,2,0,2,0,0,3,2,0,1,2
449,1,1,2,2,0,0,1,1,1,1,4,1,1,2,2,6,0,2,3,1,2
451,1,2,2,2,0,0,1,1,1,1,4,0,0,2,2,3,1,2,2,1,2
452,4,2,1,1,0,0,1,1,1,1,3,0,0,3,2,3,2,2,2,1,2
454,1,1,2,2,0,0,1,1,1,1,4,1,1,1,2,0,0,3,0,1,2
455,4,1,1,1,0,0,1,1,1,1,3,0,0,3,2,0,2,2,2,1,2
456,1,2,1,1,0,1,1,1,1,1,2,0,0,3,2,0,0,3,2,1,2
457,3,2,1,1,0,0,1,1,1,1,0,0,1,3,2,5,2,2,2,1,1
458,1,2,3,1,0,0,1,1,1,1,3,0,0,3,2,0,2,3,0,1,2
459,1,2,2,2,0,0,1,1,1,1,3,0,0,4,2,0,2,3,0,1,1
460,3,1,3,3,0,0,1,1,1,1,4,0,0,3,2,0,4,2,0,1,2
461,3,1,1,1,0,0,1,1,1,1,3,0,0,2,2,2,2,2,2,1,2
462,2,2,3,3,0,1,0,1,1,1,2,1,1,3,2,6,1,2,2,1,2
463,3,2,3,3,1,1,0,1,1,1,2,1,0,4,2,2,4,1,0,1,2
464,3,2,3,3,0,1,0,1,1,1,2,0,0,4,2,2,4,1,0,1,2
466,2,1,3,3,0,0,0,1,1,1,4,0,2,2,2,1,1,2,2,1,2
467,3,1,3,3,0,1,0,1,1,1,3,0,1,4,2,1,4,1,1,1,2
470,3,2,3,3,0,1,0,1,1,1,3,0,2,2,2,5,1,3,1,1,1
471,2,1,3,3,0,0,0,1,1,1,4,0,2,3,2,1,4,2,1,1,2
476,3,2,3,3,0,0,0,1,1,1,3,1,1,4,2,2,4,2,1,1,2
481,2,2,3,3,0,0,0,1,1,1,3,2,1,3,0,0,1,2,1,1,2
482,2,1,3,3,1,0,0,1,1,0,4,0,0,2,2,3,4,2,1,1,2
485,2,2,3,1,0,0,1,1,1,1,3,0,0,1,2,2,1,2,1,1,2
492,3,1,3,3,0,0,1,1,1,1,4,0,0,3,2,1,2,2,1,1,2
498,2,2,1,1,0,1,1,1,1,1,1,0,0,2,2,2,1,3,2,1,2
499,3,1,3,2,0,0,1,1,1,1,4,0,0,3,2,6,3,3,3,1,1
501,3,2,1,3,0,1,1,1,1,1,1,0,0,4,2,1,4,2,2,1,2
503,3,2,1,1,1,0,1,1,1,1,3,0,0,3,2,2,2,3,2,1,2
504,2,2,2,3,0,1,1,1,1,1,1,1,0,2,2,2,2,2,2,1,1
505,2,2,1,1,0,0,0,1,1,1,3,0,0,2,2,0,1,3,2,1,2
507,2,1,1,1,1,1,1,1,1,1,4,0,0,3,2,4,3,2,2,1,2
508,3,1,1,1,0,0,1,1,1,1,3,0,2,4,2,6,3,2,2,1,2
509,2,2,1,1,1,0,1,1,1,1,3,0,0,2,2,0,3,2,2,1,2
510,4,2,3,3,0,1,0,1,1,1,2,0,3,4,2,6,1,2,0,1,2
511,3,2,3,3,0,1,0,1,1,1,2,0,1,4,2,2,4,2,1,1,2
515,3,1,3,3,0,1,0,1,1,1,2,1,0,4,2,2,4,1,0,1,2
516,4,1,3,3,0,1,0,1,1,1,2,1,1,4,2,2,4,1,0,1,2
519,4,2,3,3,0,1,1,1,1,1,1,2,1,3,2,1,4,2,1,1,2
520,3,2,3,3,0,1,0,1,1,1,3,2,1,4,2,2,4,2,0,2,2
521,4,2,3,3,0,1,0,1,1,1,2,0,1,4,2,0,4,2,1,1,2
522,3,2,3,3,0,0,1,1,1,1,2,0,0,2,2,2,4,2,3,1,2
523,3,2,3,3,0,1,0,1,1,1,2,0,3,3,2,2,4,2,1,1,2
524,3,1,3,3,0,0,0,1,1,1,0,0,1,1,2,2,4,2,1,1,2
525,3,1,3,3,0,0,0,1,1,1,0,3,0,3,2,2,4,2,1,1,2
527,3,1,3,2,0,1,0,1,1,1,3,0,1,2,2,2,4,2,1,1,2
528,3,1,3,3,0,1,0,1,1,1,3,0,1,4,2,2,1,2,1,1,2
529,3,2,3,3,0,1,0,1,1,1,3,0,1,4,2,0,1,2,1,2,2
532,3,2,3,3,0,1,0,1,1,1,2,1,2,3,2,2,4,2,1,1,2
537,3,1,3,3,0,0,0,1,1,1,3,1,0,4,2,1,4,2,1,1,2
539,3,1,2,2,0,0,1,1,1,1,5,1,0,2,2,2,1,3,1,1,2
548,3,2,3,2,0,1,1,1,1,1,0,0,2,2,2,2,4,2,1,1,2
549,2,1,3,3,0,0,1,1,1,1,0,0,0,2,2,1,4,2,1,1,2
550,3,1,3,1,0,0,1,1,1,1,4,1,0,3,2,1,1,3,1,1,2
551,3,1,1,1,0,0,1,1,1,1,4,0,0,2,2,2,3,2,1,1,2
552,3,1,3,2,1,0,1,1,1,1,4,1,0,3,2,6,1,3,2,1,2
558,3,2,1,1,2,0,1,1,1,1,3,0,1,2,2,2,4,2,2,1,2
562,3,2,3,2,1,0,1,1,1,1,0,1,1,3,2,2,4,2,2,1,2
564,3,2,3,1,0,0,1,1,1,1,5,0,0,3,2,2,1,3,3,1,2
566,2,1,3,1,0,0,0,1,1,1,4,0,0,2,2,6,1,2,2,1,1
567,4,2,2,2,0,0,1,1,1,1,3,1,0,3,2,2,3,2,0,1,2
568,4,1,3,2,0,1,1,1,1,1,1,0,0,3,2,2,3,2,1,1,2
572,4,1,1,1,0,0,0,0,0,0,0,2,0,3,2,1,4,2,2,1,2
574,4,2,1,1,0,0,1,1,1,1,3,0,0,3,2,3,2,3,3,1,2
577,3,1,1,1,0,0,1,1,1,1,3,0,1,2,2,2,1,2,2,1,2
578,4,2,1,1,0,0,1,1,1,1,3,0,1,3,2,2,2,2,2,1,1
579,3,1,1,1,0,0,1,1,1,1,3,0,1,4,2,2,4,2,2,1,2
580,3,2,1,1,0,0,1,1,1,1,2,0,0,2,2,3,4,0,2,3,2
581,3,2,1,1,2,0,1,1,1,1,3,1,0,3,2,6,3,3,3,1,1
582,2,2,2,2,0,1,1,1,1,1,1,0,0,3,2,1,4,3,2,3,2
583,3,2,3,3,0,1,0,1,1,1,2,1,2,3,2,6,1,1,1,1,2
584,3,1,3,3,3,0,0,1,1,1,4,4,0,4,2,1,4,1,1,1,0
586,2,1,3,3,0,1,0,1,1,1,4,1,0,2,2,2,4,2,1,1,2
587,2,1,3,3,0,1,0,1,1,1,3,2,0,4,2,1,4,2,1,1,2
589,3,1,3,3,0,1,0,1,1,1,4,1,2,2,2,6,4,1,1,1,2
590,3,2,3,3,0,0,0,1,1,0,0,1,1,3,2,0,1,3,0,1,1
591,4,1,3,3,0,1,0,1,1,1,3,2,0,3,2,6,1,1,1,1,2
592,3,2,3,3,0,0,0,1,1,1,3,2,1,3,2,1,4,2,1,1,2
